Name	..NM89_RPMI_salmon.quant.sf	..NM90_RPMI_HS5_salmon.quant.sf	..NM91_MM1S_salmon.quant.sf	..NM92_MM1S_HS5_salmon.quant.sf	..NM95_KMS11_salmon.quant.sf	..NM96_KMS11_HS5_salmon.quant.sf
GLTPD2	57.1199	62.2671	15.8687	7.01	2.01	1.01
GLTSCR1	968.1443	1636.5718	1132.96145	1506.0486	694.7974	720.5213
GLTSCR1L	4716.0779999999995	2678.1609999999996	2439.313	2628.743	855.9913	839.0310000000001
GLTSCR2	24561.52006	25366.15124	13081.97583	24109.586580000003	5345.62005	7576.493490000001
GLTSCR2-AS1	8.025830000000001	19.0385	13.0596	23.1126	2.0133099999999997	2.01076
GLUD1	20026.0885	25118.70234	16373.9502	20966.6859	8068.27382	8204.48243
GLUD1P3	177.7977	116.301	69.82882	59.8042	11.1133	22.9411
GLUD1P7	37.4348	22.5341	13.317279999999998	8.056189999999999	5.61207	4.01401
GLUL	569.0304	3256.7247	8960.9976	9299.2125	4324.4951	3259.5618
GLYAT	28.1652	10.839039999999999	18.1892	32.3537	3.3136699999999997	2.2566
GLYATL1	187.96076000000002	205.55112	84.09048	129.93479	12.10697	12.519110000000001
GLYATL1P1	16.6019	8.77186	12.6357	16.01	7.55893	2.51385
GLYATL1P4	114.822	24.2883	40.1541	17.3744	1.01	3.01
GLYATL2	3.11806	20.19922	3.14442	14.0166	2.46329	5.15846
GLYCTK	571.20885	699.4309099999999	1663.35162	1722.7217	84.8413	107.05
GLYR1	11555.98925	14122.9871	11598.81712	15333.7502	7127.521490000001	6717.68553
GM2A	13725.4907	20476.7559	5815.34185	10816.6215	825.60813	841.4145800000001
GMCL1	6156.2231	5949.13197	6708.953	9918.245859999999	2381.63	2420.2
GMDS	15900.93105	14796.63351	2157.1885	3168.0976	1170.0351699999999	1219.60345
GMDS-AS1	1194.54828	958.70561	228.43777999999998	358.88585	84.24624	122.98076
GMEB1	3764.165	4989.494000000001	4746.508	7425.4490000000005	827.1571	982.6510000000001
GMEB2	2324.531	3285.0197	2423.6519	3611.1442	1550.3875	1613.6794
GMFB	4780.18144	6369.920520000001	3405.6233799999995	6047.29701	2054.50652	1997.04827
GMFG	3401.0292700000005	6442.83813	10734.1672	11256.5059	2853.4144699999997	2866.0473
GMIP	3356.0984299999996	6610.97376	1484.5795	2681.82978	717.4616599999999	796.26
GMNN	6406.81624	10913.1202	6220.94984	11738.75073	1800.6889199999998	1755.00165
GMPPA	5318.4168	6356.82709	3917.5235	6324.97797	901.4331	1110.312
GMPPB	8158.6140000000005	8216.7918	8090.0609	10263.3601	1146.54137	1195.64644
GMPR	87.31806999999999	143.2666	68.14068	247.01	54.01	60.1163
GMPR2	4197.09616	5160.07831	2418.72208	3711.74021	930.5392699999999	884.1260800000001
GMPS	30652.697999999997	37471.11	21658.23	30764.377	8970.186	8486.877
GNA11	1288.44772	4333.2564	536.47697	1576.7844	112.20233999999999	186.47525
GNA12	7242.8623	11624.76076	6953.803220000001	9421.45464	5177.78778	5330.9640899999995
GNA13	14176.5301	16100.7025	13999.3435	17980.8	5502.52	6001.61942
GNAI1	983.6796	1435.655	2224.43504	2751.276	575.8721	683.8789
GNAI2	27481.0437	47276.5727	26333.26256	30191.0582	7941.2398	7456.021790000001
GNAI3	11499.0	15501.0	5530.56	8399.73	6421.75	6232.92
GNAL	114.31299999999999	151.484	472.13565	1510.23	113.818	184.44474
GNAO1	12.0234	45.0277	14.3466	15.03434	32.03205	43.82857
GNAQ	30.0636	911.015	1963.85	2899.24	1240.22	972.38
GNAS	103254.6008	110519.2427	102285.6716	129109.4137	53967.2286	50215.32267
GNAS-AS1	207.023	257.06698	56.30752	71.10191	56.01879	65.98666999999999
GNAT2	45.9953	64.6472	28.7673	38.5381	29.01	20.1416
GNAZ	482.51199999999994	652.18109	1434.06421	1138.4932	990.44601	865.37504
GNB1	62897.1348	82698.3899	33710.8967	47390.765999999996	27853.2974	29459.7699
GNB1L	544.8441	783.03252	3823.85136	4857.2622	836.8557400000001	892.31071
GNB2	16993.8221	33904.25708	13013.9287	20359.07089	7591.98502	7883.3864
GNB2L1	191133.3564	183896.9359	99156.47189	150941.6916	30159.968310000004	32767.05442
GNB3	65.57987	98.58126999999999	83.14349	168.4205	5.09046	15.02
GNB4	7792.3408	17269.9147	1759.20206	2867.55995	1910.32177	1674.40014
GNB5	7570.5293	9412.83244	3355.02446	4636.91501	1179.53196	1350.8998199999999
GNE	1607.7151	3085.6861	549.6514	1276.6762	974.82917	1029.6124
GNG10	55.3886	1109.87	394.47	1340.94	569.246	676.831
GNG12	4438.34564	7948.52094	68.0437	1027.31	128.108	205.128
GNG13	43.3281	30.7732	18.01	25.01	13.0891	5.27356
GNG2	293.13723999999996	365.09599	240.8168	399.5851	4.01039	4.01
GNG4	60.1006	393.709	21.0422	122.1901	541.2230000000001	609.304
GNG5	6943.5567	14165.909	5189.8122	7680.4822	1971.47775	2325.24
GNG7	2426.4094	980.56031	3373.6252	2359.9824	799.15436	811.05678
GNL1	10729.5174	11305.521999999999	4796.60166	6214.65	1917.1270000000002	2018.7241
GNL2	14666.867430000002	23036.528159999998	15214.7546	22430.4205	4501.88451	4024.5859200000004
GNL3	20711.97896	37363.631669999995	24702.000630000002	40566.236919999996	6558.70581	7334.1691
GNL3L	6133.01	5844.3342299999995	4127.2943	4570.68	3825.5923299999995	3561.3559999999998
GNL3LP1	39.3908	83.5504	10.0518	27.5426	79.6392	47.7692
GNLY	237.73848999999998	198.17314	73.29813	65.22915	7.002739999999999	14.022639999999999
GNPAT	12642.9344	17368.3065	12612.6345	18487.5686	3112.4273399999997	3300.64497
GNPDA1	12817.81901	12906.0476	19045.4705	19281.60187	3509.5403	3641.84469
GNPDA2	1080.20785	1702.2925	3010.80456	5371.43972	803.3036900000001	848.4566800000001
GNPNAT1	6534.43076	7888.1127	3433.25789	5592.8197	2616.2099	2220.5203300000003
GNPTAB	24086.85817	17665.60003	33195.446339999995	31109.8288	4332.70709	3757.94732
GNPTG	4592.94103	5094.164229999999	3821.51766	4697.6941799999995	1406.1866400000001	1555.32718
GNRH1	60.231	34.01	34.01	26.01	9.01	9.01
GNRHR2	1350.4402	1219.3619800000001	448.7264	602.4057	128.6663	165.6653
GNS	24367.29231	22829.52072	20759.80158	25936.8436	8900.682009999999	9550.92517
GOLGA1	3667.4982	3700.34984	1573.52	2123.428	205.04118	238.0204
GOLGA2	10549.476490000001	11848.69246	3395.01675	4719.28081	1760.61055	1866.47122
GOLGA2P10	402.1524	673.7137	619.5689	1153.4183	349.3636	297.8688
GOLGA2P11	458.6736	508.6231	66.3711	56.6384	16.4139	11.0272
GOLGA2P5	2117.5015	1624.799	566.8475099999999	858.1115	126.00855	145.28395
GOLGA2P7	6165.172	10586.098329999999	6283.5217299999995	12572.69247	3367.6868299999996	3348.94243
GOLGA3	10406.48673	12678.95945	5141.4008	6858.466579999999	2004.2861300000002	1919.03465
GOLGA4	11889.93247	12679.08944	7929.774	11805.9022	1727.30638	1999.97362
GOLGA5	5303.4539	5588.2579	1566.92	2465.24	776.25233	878.8616
GOLGA6A	57.8921	39.85168	4.01	4.01	1.84102	2.01
GOLGA6L10	147.776	259.36498	88.113	237.80745	73.85826	121.39015
GOLGA6L22	52.3941	62.5463	41.9428	31.5416	20.6911	13.0544
GOLGA6L4	279.8258	428.32709000000006	105.94981999999999	121.0121	22.719379999999997	16.604470000000003
GOLGA6L5P	225.9888	370.26099999999997	92.0835	161.7308	68.232	85.2612
GOLGA6L6	25.5448	14.2639	9.93731	12.0437	7.6938699999999995	2.7309900000000003
GOLGA6L7P	6.20338	12.29528	34.6706	15.66296	8.01	1.01
GOLGA6L9	385.5678	447.85	467.0094	938.562	195.727	228.56099999999998
GOLGA7	4028.94389	5090.1816	6395.6906	9404.1038	1561.4114	1626.44214
GOLGA8A	3451.5302	3780.3837	4003.4098	4697.9139	218.9707	401.43346
GOLGA8B	2461.1194	2527.18748	2102.5922800000003	2892.72501	415.24061	547.8114400000001
GOLGA8H	11.2845	33.3559	10.7179	2.64066	23.1511	13.8421
GOLGA8J	14.5018	19.137999999999998	9.2716	11.0516	1.1306399999999999	2.84802
GOLGA8N	259.94102999999996	227.7501	163.84799999999998	250.33064	39.6164	71.3276
GOLGA8R	100.4556	83.3877	48.19943	12.0995	5.90763	13.9675
GOLGA8S	17.3411	48.1052	391.527	370.41900000000004	124.90899999999999	178.19299999999998
GOLGA8UP	15.01	20.6109	26.5131	32.6596	5.08829	4.01
GOLGB1	9627.84863	9956.78859	7893.319570000001	7648.325940000001	2360.82947	2601.99636
GOLIM4	11300.4	14867.514180000002	8544.46	11653.85159	3460.548	3457.441
GOLM1	11369.76016	19557.61032	31150.533239999997	52560.45207	13610.95812	16237.906469999998
GOLPH3	12465.1016	13741.70184	14228.235380000002	20067.76326	5001.83076	5842.5013
GOLPH3L	10384.107	8145.727	3391.243	4659.3086	2386.1856	2789.5699
GOLT1B	7287.86155	7971.6222	5993.085999999999	9159.07753	971.26551	1124.346
GON4L	7119.6386	8949.60291	6033.84819	7743.77522	4123.2003	4354.18695
GOPC	6736.276	8241.6773	5525.076999999999	8784.5458	1864.7181	2035.3431
GORAB	1189.8182199999999	1428.2474300000001	1064.95648	1257.96492	531.0815299999999	532.5555
GORASP1	2788.0581	5115.15081	3152.8434399999996	4480.5651	668.33823	683.74898
GORASP2	17902.82274	19152.81989	13481.784759999999	16759.91387	4683.106070000001	4558.79174
GOSR1	7983.137	7803.090109999999	5824.087420000001	8073.93891	3082.43403	2855.26328
GOSR2	3486.1512299999995	4404.31088	4204.99642	4925.927	1899.06948	2636.7766899999997
GOT1	8263.6827	11770.9336	12317.863000000001	15218.341999999999	1255.445	1544.2379999999998
GOT2	48738.87565	67442.1987	31497.82038	42798.68167	10408.41883	9894.57969
GP1BA	127.01	53.01	133.688	123.01	12.01	11.8851
GP2	17.329	11.8217	13.5877	10.1998	1.02711	5.63962
GP5	5.08535	9.03472	2.01494	11.0889	1.04185	1.01852
GP6	97.786	72.6332	40.977940000000004	28.6978	2.7909	7.068860000000001
GPA33	23.01	10.01	1.01	5.02	8.01	1.01
GPAA1	27108.1742	32693.09876	25915.33962	37447.63035	5780.25057	6873.75825
GPAA1P2	4.3637	43.0127	6.4429300000000005	20.0967	3.21559	7.593660000000001
GPALPP1	4759.1884	4843.10087	1903.8413	3567.2990000000004	1282.1676	1425.04756
GPAM	2297.0468	2530.9359	1564.7024	2515.8172	784.04047	648.3636
GPANK1	3095.857	3942.071	3205.112	5132.4106	953.7741	1093.9652
GPAT2	38.614670000000004	1982.60391	1448.23387	2525.46	3.0531900000000003	91.45886
GPAT3	3553.2401299999997	6181.1803899999995	482.83112	919.08611	1344.2537	1421.78159
GPAT4	4601.3147	7435.94779	9773.33019	12426.7328	3353.1477	3231.6451
GPATCH1	1277.9556599999999	1735.17077	2237.0777399999997	2511.0861	979.3445300000001	792.9104
GPATCH11	12304.9627	7568.0818	3326.8244	5376.2051	2298.6421	1952.8086
GPATCH2	2347.34634	3167.9979399999997	1367.5611900000001	2077.44805	1077.77368	1116.596
GPATCH2L	1960.8881	3775.2799299999997	2269.90957	3560.8595	886.4798900000001	1073.5168199999998
GPATCH3	1829.3706	2407.52324	2020.05505	2331.0417199999997	597.42017	555.07032
GPATCH4	9929.98913	18664.91467	24559.9057	33050.7064	11988.60229	10943.44384
GPATCH8	7683.037429999999	12090.25196	6026.15403	7455.81792	2753.63853	2930.83048
GPBAR1	13.01	13.02017	72.03993	48.02	2.01009	3.01
GPBP1	14861.41527	21413.8224	11578.67799	16008.11495	5405.954720000001	5725.795529999999
GPBP1L1	14893.3077	17030.791230000003	7598.306479999999	10894.0452	1793.43259	2523.41414
GPC1	928.568	2920.1028899999997	6710.07387	9751.659520000001	291.09465	391.47616
GPC2	115.32721000000001	197.21778	27.2007	63.474959999999996	26.80235	35.81262
GPC3	4.01	58.056459999999994	1.0103600000000001	19.0144	5.0126	8.01265
GPC4	6.01	16.01	6449.84	4646.22	738.4760000000001	754.6310000000001
GPC5	5.21641	11.0176	15.0114	16.01	10.0198	10.0175
GPC6	49.01	226.01	541.01	718.428	1312.81	1776.86
GPCPD1	1911.29968	1909.3511	3063.48322	3812.24786	193.0202	224.04648999999998
GPD1	1173.0505	2355.9379	168.0404	85.04389	52.040040000000005	49.02997
GPD1L	6202.62563	7242.23268	2273.6203600000003	5351.2058	901.1917699999999	892.05758
GPD2	568.026	2328.3070000000002	567.2498	1052.07862	1666.0610800000002	1477.9794
GPHN	2692.81992	3485.1118899999997	1851.7179	2206.43602	1104.25774	1040.98369
GPI	42620.35026	86937.51857	89301.41232	152512.4924	25824.337369999997	25350.87671
GPKOW	4404.67	6749.44	3189.3	4443.29	1351.58	1381.37
GPLD1	73.04611	94.04405	445.50268	519.89965	87.89276	81.88788000000001
GPM6A	159.167	198.895	87.8059	155.523	130.17778	141.70588
GPM6B	2514.43883	2272.4056	42.4249	53.52417	361.6824	392.55383
GPN1	6333.54699	7794.06387	5624.9106	7695.767540000001	2338.96269	2236.64844
GPN2	4078.4635	5349.77035	3796.7885	4938.286	1030.614	949.209
GPN3	5215.69795	7668.298970000001	2099.50238	3496.79911	1076.25244	1219.72855
GPNMB	3131.5345899999998	3572.6724799999997	1199.29935	2405.1171600000002	89.04184000000001	160.3286
GPR1	11.1713	56.14	5.5811	17.1548	1.0103799999999998	7.13852
GPR107	15114.895530000002	17182.13084	7333.2556	10159.229640000001	2136.20422	2158.20188
GPR108	8814.509090000001	11711.16537	7359.11003	12229.41735	1300.51205	1420.9796900000001
GPR132	3025.2198	9676.6813	812.0574	876.4879900000001	298.82599999999996	403.80868
GPR135	127.02	102.1351	17.01996	20.020039999999998	16.11263	10.02
GPR137	5426.79036	8797.10784	4151.676460000001	4083.6216600000002	1175.73185	1234.3017300000001
GPR137B	6.04028	209.04471	2.0512099999999998	4.01	379.07587	427.1515
GPR137C	78.78679	171.5873	281.6019	288.74917999999997	31.217859999999998	37.4894
GPR143	30.0342	327.0198	7.02	75.01	9.016539999999999	7.02
GPR146	121.96196	59.82505	83.0948	88.61689	14.03	15.01999
GPR150	18.0137	39.0117	6.01104	15.0605	33.0337	48.01
GPR153	103.01	272.01	68.0101	73.01	515.025	405.955
GPR155	1144.40731	3054.8281	549.6694	1980.094	158.5217	189.6058
GPR156	43.011	66.03	37.03103	41.0363	12.0303	4.02
GPR157	1629.46832	3823.64291	222.30865	529.46523	398.999	424.48514000000006
GPR158	253.1157	199.0924	4.01	12.01	77.03	103.03
GPR160	15704.20734	13012.6621	3797.65691	7761.77103	911.64765	1175.5118300000001
GPR161	26.793000000000003	509.8923	78.1123	170.93579	110.38004	97.82723
GPR171	160.93877	95.89448	1.01027	4.014069999999999	4.01	12.0628
GPR176	211.112	2238.1122	26.02	616.0273099999999	117.02	223.0622
GPR180	1020.01	1626.34	3108.41	5554.73	634.018	723.056
GPR19	96.02	189.34096	59.62806	514.0223	19.410629999999998	47.03002
GPR1-AS	40.6699	37.35519	79.08384000000001	104.1958	8.58793	5.08692
GPR26	5.534590000000001	3.24227	1.04131	1.01155	1.26623	2.0183400000000002
GPR3	498.015	763.22	30.01	146.01	87.01	68.16199999999999
GPR32	8.01	3.01	3.02455	4.01	1.01	1.01
GPR34	1.01	14.01	3.01	6.01	4.01	2.01
GPR37	14.01	17.01	1285.47	1732.35	410.71	543.0830000000001
GPR37L1	47.4511	30.4464	5.10515	8.68117	4.62059	16.6614
GPR39	287.014	527.8188	1.01	65.9592	2.01	5.92261
GPR55	923.8487	1078.03	11.0875	22.01	683.27645	384.667
GPR63	2134.99	1498.0	1842.16	2214.41	568.534	612.937
GPR65	13.3759	20.8303	3.128	5.1954199999999995	1.01119	8.10685
GPR68	69.1053	366.2044	48.3992	88.6038	108.4447	45.9427
GPR75	74.01	144.64	107.964	148.203	42.01	47.01
GPR75-ASB3	58.5897	18.299970000000002	13.72768	49.85	3.57732	1.48438
GPR82	27.6018	49.503	14.7534	28.2624	9.88495	4.17856
GPR83	154.561	97.5051	41.6368	83.7546	20.2096	36.1034
GPR85	277.71664	246.31923999999998	264.82392000000004	623.25861	130.64309	95.42921
GPR89A	5050.91351	5658.187	4314.74102	6894.1539	2617.6914699999998	2520.4611
GPR89B	2947.5949	3315.84466	4213.442770000001	5638.0136	1099.3309199999999	1518.3958699999998
GPRC5A	111.07456	953.2096	55.6801	336.0838	9.5305	76.788
GPRC5B	23.4902	149.0675	12.1747	113.8218	320.295	383.32477
GPRC5C	148.80108	363.2324	11.57972	11.35389	5.004519999999999	3.03202
GPRIN1	3395.05	4727.14	3346.78	3584.59	1870.16	1780.11
GPRIN3	24022.245069999997	42995.0807	31864.248139999996	43585.2996	4786.99	5962.7227
GPS1	10263.88121	15789.400759999999	13221.631229999999	18945.7383	7311.59964	7542.336759999999
GPS2	5080.2594	6713.5449	9380.21582	13086.7915	685.1286299999999	702.5804
GPSM1	2006.6255	2982.9374	5.02384	216.03986	7.01	33.01
GPSM2	1814.06447	3756.5764	2314.2875	3435.3642	692.10131	825.86837
GPSM3	4279.1851	6042.1739	2237.3624	2342.784	620.6654	671.06588
GPT	112.5175	81.11078	53.029990000000005	25.0815	15.019979999999999	12.03999
GPT2	23169.209	5626.9667	4277.81792	5265.5286	1316.98651	1460.45568
GPX1P1	3.2837300000000003	14.3894	30.4084	42.1089	4.01	1.0600100000000001
GPX2	24.5617	11.26547	20.1857	10.784139999999999	1.15384	11.09331
GPX3	323.0008	639.3263	145.06045	142.05212	47.06995	26.06
GPX4	20330.20826	25480.573959999998	16836.74485	19071.73698	6650.1541	7444.25204
GPX6	16.8018	6.615410000000001	4.28522	3.4447099999999997	2.1634700000000002	3.10268
GPX8	13.5665	1246.68102	6.3110800000000005	413.54586	5.15583	66.0422
GRAMD1A	1411.69234	3369.2014	1304.43413	2698.21432	723.4394	895.95331
GRAMD1B	56.20091	745.58349	56.2294	107.7171	44.0788	69.2806
GRAMD1C	463.93375	567.33797	385.01217	678.93415	70.71844	59.01
GRAMD2	48.30339	40.3239	3.02659	6.66978	4.17978	2.07512
GRAMD3	159.04	362.05074	1150.2376	1408.95035	3.37226	1.01
GRAMD4	5554.491	7105.345429999999	1643.1513699999998	1942.4878	358.0702	365.66614
GRAMD4P3	409.98900000000003	579.112	85.0075	37.6788	10.5474	31.68
GRB10	45.47184	628.4849	59.2905	234.60596	1317.4582	1406.65373
GRB2	15397.84266	29620.275510000003	16299.225209999999	27716.40968	8857.107090000001	10717.41032
GRB7	1763.86629	2232.94222	858.1597800000001	1327.08058	183.12828000000002	224.10099
GREB1	916.18005	1343.13762	1816.44963	1645.98033	394.49056	550.82891
GREB1L	1402.19588	1998.0773	39.02	86.03003000000001	120.04	116.03001
GREM1	574.698	21018.6	383.48	5337.66	254.50900000000001	1400.122
GREM2	11.7856	59.9993	37.004	151.79399999999998	3.4297	13.8191
GRHL1	497.5571	624.6893	291.24726	449.5946	90.72256999999999	74.22273
GRHL3	69.018	18.01	5054.84206	2226.49353	4.0207	2.02
GRHPR	4416.82904	5655.669870000001	5561.87722	8216.6359	2104.01908	2299.49713
GRIA1	40.764	33.63452	27.691440000000004	60.265	7.4315	6.12626
GRIA4	191.4209	226.64867999999998	279.9446	129.7806	9.15191	10.581010000000001
GRID1	6.46795	75.21396999999999	29.9684	42.0542	270.72524	172.0465
GRIK1	60.0283	107.0651	3.01232	34.03067	13.019960000000001	5.28038
GRIK2	28.337	29.72809	9.235610000000001	15.096179999999999	12.20009	14.08045
GRIK3	9.011519999999999	12.01	12.01	21.0134	3.01	3.0127
GRIK4	6.177309999999999	6.01116	985.04352	656.31624	65.0301	59.06531
GRIN1	761.3344	717.3146	10.03638	14.067160000000001	5.02	9.02
GRIN2A	42.7827	47.397	9.05504	24.6972	7.0103	14.0119
GRIN2B	17.1408	21.04638	3.0112900000000002	9.03423	3.02631	7.10226
GRIN2C	229.0576	172.17611000000002	30.189729999999997	48.33067	9.03	9.02
GRIN2D	379.163	870.5039999999999	58.0115	131.716	63.01	79.01
GRIN3A	36.2273	53.01	56.01	83.01	13.01	15.0111
GRIN3B	53.1024	61.0316	21.0177	21.0203	9.01116	9.01
GRINA	15676.3688	25410.607999999997	7910.82733	14464.5611	2963.05153	3552.3314
GRIP1	4.02	17.78712	445.76904	521.5530200000001	465.561	348.31342
GRIP2	14.0155	15.025360000000001	2.01037	8.0223	1.01809	2.02015
GRIPAP1	8169.1058	10824.209270000001	5446.60182	8052.15093	1858.81587	2127.86849
GRK4	535.07492	541.04098	388.56573	496.04632000000004	69.02489	59.61603
GRK5	383.7143	1518.6715	2582.6662	3204.5611	173.20141	196.6862
GRK6	19711.895819999998	19366.2361	16733.60026	30853.46698	3371.0887	4423.0660100000005
GRK6P1	23.3171	20.2679	21.3873	12.23	9.439219999999999	14.6239
GRK7	10.1396	7.32368	5.11981	9.66704	4.06166	4.16517
GRM1	24.06224	10.07779	12.03103	14.09821	1.0100200000000001	4.03684
GRM8	2.01	2.01	37.0217	48.04418	6.01184	2.01
GRN	55907.32934	79119.30847999999	12858.70506	20126.7683	6755.5167200000005	7308.6130299999995
GRPEL1	4642.4995	7187.3072	6790.708709999999	10229.8953	1969.90108	1766.18138
GRPEL2	7515.44052	3837.8140399999997	4213.32891	6585.687	602.0656	718.5909
GRSF1	13829.295	20027.773	17737.209	29094.622460000002	13508.096290000001	12722.42536
GRTP1	123.7415	107.11928	97.77688	113.5695	48.97391	49.124959999999994
GRWD1	6832.53	11070.323059999999	12905.50025	17657.5856	6126.9862	5392.74604
GS1-114I9.1	8.69228	125.22200000000001	3.32332	6.84628	1.0509700000000002	1.07027
GS1-115G20.2	2.01	5.0126	6.01	3.01	1.01	1.01
GS1-124K5.10	12.1537	2.01	13.0602	10.0251	1.01	3.01899
GS1-124K5.11	698.9801	535.5840000000001	386.2321	444.7282	113.3257	114.86235
GS1-124K5.12	568.944	621.212	264.358	287.18	156.25	145.868
GS1-124K5.13	18.237000000000002	22.4067	4.063969999999999	11.8701	1.12691	4.08739
GS1-124K5.2	249.0539	195.1469	116.22811999999999	102.0936	25.77715	43.500170000000004
GS1-124K5.3	113.4003	125.75200000000001	43.6967	49.9125	16.67512	19.54595
GS1-124K5.4	1176.096	835.047	108.02	144.02	36.02	60.02
GS1-184P14.2	3.7949900000000003	12.5847	5.47917	13.4581	1.17269	2.5272200000000002
GS1-204I12.3	56.0801	85.5539	31.3858	13.282	9.01	35.4739
GS1-21A4.1	28.3089	38.0282	21.2253	12.317	2.03061	4.0534300000000005
GS1-259H13.2	116.2628	89.09496999999999	7.01	4.3755	14.03	10.0165
GS1-279B7.2	43.0687	41.651	8.01	16.01	10.01	14.01
GS1-358P8.4	4540.15	4644.27	1450.01	2719.94	479.099	498.01199999999994
GS1-393G12.13	33.3477	24.0545	14.9236	20.1638	9.83915	8.307730000000001
GS1-393G12.14	6.34352	24.0992	24.4871	26.01	11.7944	12.01
GS1-519E5.1	4.08825	16.0834	12.4782	7.404910000000001	7.024960000000001	2.0217099999999997
GS1-590J6.3	6.72543	17.23	2.3959799999999998	14.1705	2.01252	2.25947
GSAP	120.45311000000001	472.06793	764.02675	807.68699	295.16486000000003	277.18811
GSDMB	1113.96697	1650.6642	496.90207999999996	690.6906799999999	245.62941	577.5864799999999
GSDMC	41.3396	48.1869	980.0871699999999	747.7869999999999	1.01383	7.1336
GSDMD	7667.8738	12713.56854	7528.89685	12012.7926	878.3566900000001	1121.54968
GSE1	10120.05085	13026.7015	3585.3341	4166.78059	3215.3413600000003	3157.05089
GSG1	73.304	78.88141999999999	33.8203	65.0533	12.5176	36.6664
GSG2	1626.82	2574.94	3666.89	5473.8	889.6519999999999	933.205
GSK3A	4982.8481	8927.5968	8543.8875	12933.9563	4378.5343	4384.4849
GSK3B	8029.68925	9480.8926	9508.14464	8522.615	3490.298	3372.0296200000003
GSKIP	4571.30932	5001.79846	543.7596	744.2571	811.403	729.2968
GSN	873.43146	3939.77417	85.43571	422.19712999999996	81.01759	134.48866999999998
GSN-AS1	19.2567	32.086999999999996	25.8492	27.2944	2.10253	6.181369999999999
GSPT1	37368.65134	54144.074689999994	38281.6159	53861.48305	23244.56848	23015.17465
GSPT2	2.01028	203.118	1493.68	1764.97	1294.57	1278.96
GSR	10597.45385	11743.72516	15650.2965	21940.0226	4209.8243	4217.75253
GSS	8689.26621	10094.0346	4688.77	6626.5719	2422.99	2470.5483
GSTA4	895.697	518.1389	167.06131000000002	305.0477	196.71284	257.68944
GSTCD	2647.62611	2943.3616	1943.2673399999999	2947.1809	1581.00006	1421.31735
GSTK1	7261.748309999999	10964.5241	12671.11339	18019.7445	2755.10687	2829.01928
GSTM2	407.62272	324.40335	860.8870400000001	1431.8997	34.0612	51.87068
GSTM3	34.010999999999996	716.14258	35.70843	300.3779	1436.3545199999999	1760.2322100000001
GSTM4	1742.3664399999998	2203.0879800000002	1389.90543	2735.87431	641.9853	795.3597900000001
GSTO1	5810.38605	15182.623	9915.350690000001	18676.650380000003	3316.8583	3661.8073299999996
GSTO2	571.614	366.7846	199.54023999999998	247.39865	125.15313	157.88047
GSTP1	71.02	3174.81529	43668.4061	62982.8608	5.01	134.01959
GSTT2B	4.01	253.2892	5.01	97.01	1.01	9.01
GSTZ1	2496.38511	2092.02623	1014.3409	854.42084	187.45213999999999	180.3341
GTDC1	945.1054800000001	2493.4549	897.17216	1420.8082	220.39796	250.8662
GTF2A1	7903.5946	9555.745429999999	6838.56165	12618.9268	3059.27416	2965.87175
GTF2A2	9535.6171	15036.040280000001	9354.33035	15335.3694	2259.6839999999997	2333.70975
GTF2B	2690.49111	4115.78376	3594.4717100000003	5357.28925	772.4719299999999	844.82121
GTF2E1	2998.23066	3967.9315899999997	2085.3161600000003	2829.10096	1278.84359	1221.6847599999999
GTF2E2	3475.7639200000003	5393.1837	5884.80036	8141.497659999999	2291.75455	2754.50533
GTF2F1	14234.562	22106.9516	12300.2185	18504.0556	4962.34909	4797.3758
GTF2F2	4173.53645	4852.80531	2509.5075	3867.8568	1492.07711	1401.65684
GTF2H1	4966.09817	5403.59025	6330.6542899999995	7959.827020000001	1866.47372	1866.22618
GTF2H2	3955.2517299999995	5225.5767	2226.3882399999998	3796.5597	1758.40629	1713.4633
GTF2H2B	2803.704	3040.6025	1067.2566	1835.2062	610.8654	628.2908
GTF2H2C	5234.761820000001	7092.83998	3564.89336	5783.9973	3331.67099	2945.98253
GTF2H3	6773.08122	5844.354829999999	1691.63966	2479.21345	1508.4379999999999	1480.68295
GTF2H4	3138.4483	3784.9662	2153.1132	2972.24455	1397.36654	1592.5649
GTF2H5	2791.44	4672.2	1172.88	1870.33	773.688	690.2589999999999
GTF2I	19326.22204	24957.63806	19734.1853	21178.28438	18448.86388	13856.25659
GTF2IP1	4599.8162	7468.013000000001	7372.47933	9422.97169	3082.3569199999997	3641.89925
GTF2IP11	2.23128	3.56524	2.54759	3.6397	1.01104	1.0135299999999998
GTF2IP12	551.602	402.783	414.6416	572.0409999999999	161.9132	160.3603
GTF2IP13	1717.87	1397.47	995.039	1074.74	254.774	298.346
GTF2IP14	33.0515	27.245	14.0176	14.7137	4.91075	3.66606
GTF2IP20	1802.142	1233.848	790.056	907.503	179.0288	265.29
GTF2IP23	48.9533	63.0626	28.6795	50.5931	5.67971	11.4102
GTF2IP4	4702.43	9146.39	7970.92	9458.61	3719.95	4402.2
GTF2IP7	113.80681000000001	94.85358000000001	31.193	32.4144	13.4368	15.4908
GTF2IRD1	2494.4251	2377.1381	2951.45104	3951.5075	630.44697	722.0649599999999
GTF2IRD1P1	65.9915	67.5464	83.3928	78.1637	18.7879	17.06475
GTF2IRD2	660.72593	416.87924	388.414417	221.14026	137.88324	152.51259
